ID	Title	Country	Ctl	MA	Type	Drugs	Primary Endpoint	Population	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001587-29/ES">2020-001587-29</a>	Hydroxychloroquine efficacy in preventing SARS-CoV-2 infection and CoVid-19 disease severity during pregnancy	Spain	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Exposed individuals (family members, HCP), Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001765-37/ES">2020-001765-37</a>	Pragmatic clinical trial to evaluate the efficacy of hydroxychloroquine in the treatment of COVID-19 infection in two cohorts: patients with oncohaematological disease and SARS-CoV-2 positive without radiological alteration and sars-cov-2 positive professionals without radiological alteration	Spain	N	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Clinical improvement (except WHO scale)	Other	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001536-98/ES">2020-001536-98</a>	Prophylaxis of COVID-19 infection with hydroxychloroquine in healthcare&#13; personnel with high risk of infection.	Spain	N	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001386-37/IT">2020-001386-37</a>	Uno studio randomizzato multicentrico in aperto per valutare l&rsquo;efficacia della somministrazione precoce del Tocilizumab (TCZ) in pazienti affetti da polmonite da COVID-19.	Italy	Y	N	Drug Repurposing	Tocilizumab	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001492-33/FR">2020-001492-33</a>	Interest in the administration of Dornase alpha aerosol in ARDS secondary to respiratory infection by the coronavirus SRASCoV-2 / COVID-19	France	Y	N	Drug Repurposing	Dornase aplha	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001408-41/DE">2020-001408-41</a>	A prospective, randomized, double blinded placebo-controlled trial to evaluate the efficacy and safety of tocilizumab in patients with severe COVID-19 pneumonia	Germany	Y	N	Drug Repurposing	Tocilizumab	Efficacy - Other efficacy	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001445-39/ES">2020-001445-39</a>	PRAGMATIC, CONTROLLED, OPEN, SINGLE CENTER, RANDOMIZED, PHASE II CLINICAL TRIAL TO EVALUATE METHYLPREDNISOLONE PULSES AND TACROLIMUS IN HOSPITALIZED PATIENTS WITH SEVERE PNEUMONIA SECONDARY TO COVID-19 (TACROVID)	Spain	Y	N	Drug Repurposing	Methylprednisolone, Tacrolimus	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001367-88/DK">2020-001367-88</a>	Efficacy and safety of novel treatment options for adults with COVID-19 pneumonia. A double-blinded, randomized, multi-stage, 6-armed placebo-controlled trial in the framework of an adaptive trial platform	Denmark	Y	Y	Drug Repurposing, Cell/Blood based	Hydroxychloroquine, Baricitinib, Sarilumab, ND:Convalescent plasma	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001682-36/ES">2020-001682-36</a>	Double-blind, placebo-controlled phase I/II clinical trial to evaluate the safety and efficacy of allogeneic mesenchymal stem cells (MSV&reg;-allo) in acute respiratory failure in patients with COVID-19 pneumonia.&#13;	Spain	Y	N	Cell/Blood based	ND:Stem cells	Efficacy - Other efficacy	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001469-35/PL">2020-001469-35</a>	A multicenter, open, randomized, non-commercial study to evaluate the efficacy and safety of chloroquine phosphate in the outpatient treatment of COVID-19 in combination with telemedicine care for patients with SARS-CoV-2 infection with the risk of developing complications to reduce the risk of COVID-19-related hospitalization and death.	Poland	Y	N	Drug Repurposing	Chloroquine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001243-15/BE">2020-001243-15</a>	Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2.	Belgium	Y	N	Drug Repurposing	Itraconazole	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001250-21/FR">2020-001250-21</a>	COVID-19 - Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease upon Hydroxychloroquine and Azithromycin Therapy in French Cancer patients	France	N	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Clinical improvement (except WHO scale)	Other	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001606-33/ES">2020-001606-33</a>	Randomized clinical trial to evaluate the efficacy of hydroxychloroquine associated or not with azithromycin as a treatment for COVID-19 infection.	Spain	Y	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001437-12/ES">2020-001437-12</a>	Random, controlled, open, one-site clinical trial in adult patients with COVID-19 severe pneumonia treated with immunomodulatory drugs	Spain	Y	Y	Drug Repurposing	Cyclosporine, Tocilizumab	Efficacy - Mortality	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001640-26/GB">2020-001640-26</a>	A pilot, open label, phase II clinical trial of nebulised recombinant tissue-Plasminogen Activator (rt-PA)in patients with COVID-19 ARDS: The Plasminogen Activator COVID-19 ARDS (PACA) trial	United Kingdom	N	N	Drug Repurposing	Alteplase	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001659-42/ES">2020-001659-42</a>	Pilot study of antithrombin as prophylaxis of acute respiratory distress syndrome in patients with COVID-19	Spain	Y	N	Cell/Blood based	ND:Human antithrombin	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001270-29/GB">2020-001270-29</a>	An adaptive Phase 2/3, randomized, open-label study assessing efficacy and safety of hydroxychloroquine for hospitalized patients with moderate to severe COVID-19	United Kingdom	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001236-10/NL">2020-001236-10</a>	COUNTER-COVID - Oral imatinib to prevent pulmonary vascular leak in COVID-19 &ndash; a randomized, single-blind, placebo controlled, clinical trial in patients with severe COVID-19 disease	Netherlands	Y	N	Drug Repurposing	Imatinib	Efficacy - Other efficacy	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001333-13/FR">2020-001333-13</a>	Dexamethasone associated with hydroxychloroquine vs. hydroxychloroquine alone for the early treatment of severe ARDS caused by COVID-19 : a randomized controlled trial	France	Y	N	Drug Repurposing	Dexamethasone	Efficacy - Mortality	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB">2020-001023-14</a>	A randomised double-blind placebo-controlled trial to determine the safety and efficacy of inhaled SNG001 (IFNß-1a for nebulisation) for the treatment of patients with confirmed SARS-CoV-2 infection (COVID-19)	United Kingdom	Y	N	Drug Repurposing	Interferon beta-1a	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001306-35/FR">2020-001306-35</a>	Protective role of inhaled steroids for COVID-19 infection	France	Y	N	Drug Repurposing	Budesonide, Formoterol	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001363-85/DK">2020-001363-85</a>	COVID-19 Prophylaxis with hydroxychloroquine, Vitamin D, and Zinc supplementation in Danish nursing home residents &ndash; a randomized controlled trial	Denmark	Y	N	Drug Repurposing	Hydroxychloroquine, Zinc, Vitamin D	Efficacy - Infection rate (prevention)	General population	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001281-11/FR">2020-001281-11</a>	Evaluation of the concentration/viral effect relationship of hydroxychloroquine in COVID-19 patients in the intensive care unit.	France	N	N	Drug Repurposing	Hydroxychloroquine	Other	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001442-19/ES">2020-001442-19</a>	Pilot, randomized, multicenter, open-label clinical trial of combined use of hydroxychloroquine, azithromycin, and tocilizumab for the treatment of SARS-CoV-2 infection (COVID-19)	Spain	Y	N	Drug Repurposing	Tocilizumab	Efficacy - Mortality	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001031-27/ES">2020-001031-27</a>	Treatment of non-severe confirmed cases of COVID-19 and chemoprophylaxis of their contacts as prevention strategy: a Cluster Randomized Clinical Trial (PEP CoV-2 Study)	Spain	Y	N	Drug Repurposing	Darunavir	Efficacy - Infection rate (prevention)	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001113-21/GB">2020-001113-21</a>	Randomised Evaluation of COVID-19 Therapy (RECOVERY)	United Kingdom	Y	Y	Drug Repurposing	Lopinavir/ritonavir, Dexamethasone, Azithromycin, Lopinavir, Ritonavir	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001622-64/ES">2020-001622-64</a>	OUTPATIENT TREATMENT OF COVID-19 WITH EARLY PULMONARY CORTICOSTEROIDS AS AN OPPORTUNITY TO MODIFY THE COURSE OF THE DISEASE	Spain	Y	N	Drug Repurposing	Prednisone	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-000890-25/FR">2020-000890-25</a>	Treatment of Coronavirus SARS-Cov2 Respiratory Infections with Hydroxychloroquine	France	N	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001255-40/ES">2020-001255-40</a>	Sarilumab Treatment In cytoKinE storm caused by infection with COVID-19.	Spain	N	N	Drug Repurposing	Sarilumab	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001614-38/BE">2020-001614-38</a>	Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2.	Belgium	Y	N	Drug Repurposing	Azithromycin	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001321-31/ES">2020-001321-31</a>	Prospective, phase II, randomized, open-label, parallel group study to evaluate the efficacy of hydroxychloroquine together with baricitinib, imatinib or early lopinavir / ritonavir in patients with SARS Cov2 pneumonia (COVID-19 HUF)	Spain	Y	Y	Drug Repurposing	Hydroxychloroquine, Baricitinib, Imatinib, Lopinavir/ritonavir	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001420-34/DK">2020-001420-34</a>	Senicapoc in COVID-19 Patients with Severe Respiratory Insufficiency &ndash; A Randomized, Open-Label, Phase II Trial	Denmark	Y	N	Shelved drug or NME	Senicapoc	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001244-26/AT">2020-001244-26</a>	COVID-19: Efficacy of solnatide to treat pulmonary permeability oedema in SARS-Cov-2 positive patients with moderate-to-severe ARDS	Austria	Y	N	Shelved drug or NME	Solnatide	Efficacy - Other efficacy	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001531-27/ES">2020-001531-27</a>	Clinical trial of Sarilumab in adults hospitalized with COVID-19 presenting cytokine release syndrome	Spain	Y	N	Drug Repurposing	Sarilumab	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001246-18/FR">2020-001246-18</a>	Cohort Multiple randomized controlled trials open-label of immune modulatory drugs and other treatments in COVID-19 patients	France	Y	N	Drug Repurposing	Sarilumab, Tocilizumab, Nivolumab, Bevacizumab, Tinzaparin, Hydroxychloroquine, Eculizumab, Baricitinib, Secukinumab	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001310-38/DE">2020-001310-38</a>	A randomized, prospective, open label clinical trial on the use of convalescent plasma compared to best supportive care in patients with severe COVID-19	Germany	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001409-21/ES">2020-001409-21</a>	A prospective, multicenter, randomized, parallel, double-blind, placebo-controlled phase IIb clinical trial to evaluate intravenous infusion of Defibrotide in the prevention and treatment of respiratory distress and cytokine release syndrome in patients with COVID-19.	Spain	Y	N	Drug Repurposing	Defibrotide	Efficacy - Mortality	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001156-18/ES">2020-001156-18</a>	Randomized clinical trial to evaluate the efficacy of different treatments in patients with COVID-19 who require hospitalization	Spain	Y	Y	Drug Repurposing	Lopinavir/ritonavir, Hydroxychloroquine, Azithromycin	Efficacy - Mortality	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2019-002688-89/ES">2019-002688-89</a>	Phase 1/2 clinical study to assess the feasibility, safety, tolerability and preliminary efficacy of the administration of HCR040, a drug whose active substance is HC016, allogeneic adipose-derived adult mesenchymal stem cells expanded and pulsed with H2O2, in patients with acute respiratory distress syndrome. (included patients COVID-19)	Spain	Y	N	Cell/Blood based	ND:Stem cells	Safety	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001379-34/ES">2020-001379-34</a>	Sedation with sevoflurane versus propofol in patients with Acute Respiratory Distress Syndrome caused by COVID-19 infection	Spain	Y	N	Drug Repurposing	Sevoflurane	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001257-51/DK">2020-001257-51</a>	The Danish Pre-HCQ Dialysis Study:&#13; Hydroxychloroquine for prevention of COVID-19 in dialysis-treated patients with end-stage renal disease -&#13; A multicenter parallel-group open randomized clinical trial&#13;	Denmark	Y	N	Drug Repurposing	Hydroxychloroquine	Other	Other	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001266-11/ES">2020-001266-11</a>	Two-center, randomized, controlled clinical trial with two treatment arms to evaluate the safety and efficacy of intravenous administration of expanded allogeneic adipose tissue adult mesenchymal cells in critically ill patients COVID-19.	Spain	Y	N	Cell/Blood based	ND:MSC	Efficacy - Mortality	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001435-27/FR">2020-001435-27</a>	Home treatment of elderly patients with symptomatic SARS-CoV-2 infection (COVID-19) : a multiarm, multi-stage (MAMS) randomized trial to assess the efficacy and safety of several experimental treatments to reduce the risk of hospitalization or death (COVERAGE trial)	France	Y	Y	Drug Repurposing	Favipiravir, Hydroxychloroquine, Imatinib, Telmisartan	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001406-27/FR">2020-001406-27</a>	Randomized open label trial assessing efficacy and safety of hydroxychloroquine plus azithromycin versus hydroxychloroquine for hospitalized patients with COVID-19	France	Y	N	Drug Repurposing	Azithromycin	Efficacy - WHO scale	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001303-16/FR">2020-001303-16</a>	Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on Survival in Elderly Hospitalized Patients with VIDOC-19 : A Randomized, Multi-Centre, Adaptive, Blinded Study	France	Y	Y	Drug Repurposing	Hydroxychloroquine, Telmisartan, Azithromycin	Efficacy - Mortality	Severe Cases, Other	
